DateID,ID,RefGipfel,FileName Strava,Datum Start,Datum End,Month,Year,Saison,Typ,Art,Unterart,Org,Tage,Titel Strava,Remarks,Ziel,Ziel Typ,Route,öbernachtung,D,B,A,J,Weitere Teilnehmer,Anlass,Bemerkung,Distanz,Dauer,Schwierigkeit,Aufstieg,Abstieg,Links Routen,Links Fotos,Links,Fotos?,Album auf Google+?,Hikr Eintrag,Type,Link,,Datum Start,ID
D20120108,1099,41,20120108-070000-BackcountrySki.gpx,8.1.12,8.1.12,1,2012,2011/12 Wi,Winter,Skifahren,Skitour,Privat,1,Skitour Piz Curver Pintg (Versuch),,Piz Curver Pintg (Versuch),Gipfel,P auf Bauernhof bei P1339 - Del - AlpstrÑsschen - Munter - nordwestlich zu P2172 (Bot Schischlet) - Åber RÅcken - P2422 - Umkehr auf ca. 2500m ,,x,,,,Hakon,,,,,,,,,,,,,,,,,8.1.12,1099
D20120115,1100,#NV,20120115-042359-BackcountrySki.gpx,15.1.12,15.1.12,1,2012,2011/12 Wi,Winter,Skifahren,Skitour,SL TN,1,Skitour Mythenregion - Laucherenstîckli,,Mythenregion - Laucherenstîckli,Rundtour,Oberiberg - Laucherenstîckli (Lift) - Fuederegg (Skipiste) - Spirstock (Lift) - Illgau (abseits der Piste) - St. Karl (Bus) - Handgruobi (Ski) - BrÅnnelistock (Lift) - Furggelenstock (Fellen) - Brunno (Tiefschnee) ,,x,,x,,"Christian Oesch (Tourenleiter), Fritz, Simon Salzmann, roboeni@bluewin.ch, Alessia",SL Berg & Ski,,,,,,,,,,,,,,,,15.1.12,1100
D20120122,1101,42,#NV,22.1.12,22.1.12,1,2012,2011/12 Wi,Winter,Wandern,Wanderung,Privat,1,#NV,,öetliberg,Gipfel,,,x,x,x,x,"Familie Fîllmi (Jana, Alessia, Bettina, Danny, Dominique, Caroline, Jomil, Maja)",,,,,,,,,,,,,,,,,22.1.12,1101
D20120211,1102,43,20120211-070000-BackcountrySki.gpx,11.2.12,12.2.12,2,2012,2011/12 Wi,Winter,Skifahren,Skitour,Privat,2,Skitour Aufstieg Capanna Sponda,,Pizzo Barone,Gipfel,Chironico - Cala - Rifugio Spondai (öbernachtung) - Pizzo Barone - Cabioi - Sonogno,Rifugio Spondai,x,,,,Hakon,,,,,,,,,Link auf Google+,,y,y,x,,,,11.2.12,1102
D20120227,1103,#NV,20120227-042359-BackcountrySki.gpx,27.2.12,27.2.12,2,2012,2011/12 Wi,Winter,Skifahren,Skitour,Privat,1,Skitour Alp Fops,,Alp Fops,HÅtte,,Ferienwohnung Lenzerheide,x,x,,,Bettina,Sportferien Lenzerheide,,,,,,,,,,,,,,,,27.2.12,1103
D20120229,1104,44,20120229-042359-BackcountrySki.gpx,29.2.12,29.2.12,2,2012,2011/12 Wi,Winter,Skifahren,Skitour,Privat,1,Skitour Crap la Pala ,,Crap la Pala ,Gipfel,,Ferienwohnung Lenzerheide,x,x,,,Bettina,Sportferien Lenzerheide,,,,,,,,,,,,,,,,29.2.12,1104
D20120301,1105,#NV,20120301-042359-BackcountrySki.gpx,1.3.12,1.3.12,3,2012,2011/12 Wi,Winter,Skifahren,Skitour,Privat,1,Skitour Freerun Abfahrt Parpaner Rothorn - Alp Sanaspans,,Freeride Abfahrt Rothorn - Sanaspans,Freeride Abfahrt,Rothorn - Alp Sanaspans - Lenzerheide,Ferienwohnung Lenzerheide,x,,,,Thomi Rupp,Sportferien Lenzerheide,,,,,,,,,,,,,,,,1.3.12,1105
D20120302,1106,45,20120302-042359-BackcountrySki.gpx,2.3.12,2.3.12,3,2012,2011/12 Wi,Winter,Skifahren,Skitour,Privat,1,Skitour Piz Scalottas,,Piz Scalottas,Gipfel,,Ferienwohnung Lenzerheide,x,,,,alleine,Sportferien Lenzerheide,,,,,,,,,,,,,,,,2.3.12,1106
D20120310,1107,46,20120310-042359-BackcountrySki.gpx,10.3.12,10.3.12,3,2012,2011/12 Wi,Winter,Skifahren,Skitour,SL TN,1,Skitour Chli KÑrpf,,Chli ChÑrpf,Gipfel,,,x,,,,"Gerry BÅhler (Tourenleiter) JÅrg Ribi, Hakon Reichardt, Urs Gisler",SL Berg & Ski,,,,,,,,Link auf Google+,,y,y,El Chasqui,Normal,,,10.3.12,1107
D20120406,1108,#NV,20120406-032359-BackcountrySki.gpx,6.4.12,8.4.12,4,2012,2011/12 Wi,Winter,Skifahren,Skitour,Privat,3,Skitour Spitzmeilen (3 Tage Åber Ostern),,SpitzmeilenhÅtte,HÅtte,Maschgenkamm - Panuîl - Furtsch - SpitzmeilenhÅtte,SpitzmeilenhÅtte,x,x,x,x,"Jana, Alessia, Bettina",Ostern,,,,,,,,Link auf Google+,,y,y,,,,,6.4.12,1108
D20120414,1109,#NV,20120414-060000-Hike.gpx,14.4.12,14.4.12,4,2012,2012 So,Sommer,Wandern,Wanderung,Privat,1,Wanderung ZÅrichseeumrundung Etappe 7 - MÑnnedorf - Rapperswil,,ZÅrisee1: MÑ-Rappi,Rundtour,ZÅrichseeumrundung Etappe 1 - MÑnnedorf - Rapperswil,,x,x,,,,ZÅrichseeumrundung,Datum unbekannt,,,,,,,,,,,,,,,14.4.12,1109
D20120421,1110,#NV,20120421-060000-Hike.gpx,21.4.12,21.4.12,4,2012,2012 So,Sommer,Wandern,Wanderung,Privat,1,Wanderung ZÅrichseeumrundung Etappe 6 - Rapperswil - Schmerikon,,ZÅrisee2: Rappi-Schmerikon,Rundtour,ZÅrichseeumrundung Etappe 2 - Rapperswil - Schmerikon,,x,x,,,,ZÅrichseeumrundung,Datum unbekannt,,,,,,,,,,,,,,,21.4.12,1110
D20120501,1111,#NV,#NV,1.5.12,1.5.12,5,2012,2012 So,Sommer,Sonstiges,Velotour,Privat,1,#NV,,Versaille,Velotour,Paris - Versaille - Paris,,x,x,x,x,,FrÅhlingsferien Paris 2012,,,,,,,,,,,,,,,,1.5.12,1111
D20120512,1112,47,#NV,12.5.12,13.5.12,5,2012,2011/12 Wi,Winter,Skifahren,Skihochtour,SL TN,2,#NV,,Strahlhorn,Gipfel,Felskinn - BritanniahÅtte (öbernachtung) - Adlerpass - Strahlhorn,Brittania HÅtte,x,,,,"Gerry BÅeler (Tourenleiter), JÅrg Ribi, Rosi Gîtte, Michel DÇläze, Erich Hegner",SL Berg & Ski,,,,,,,,Link auf Google+,,y,y,x,,,,12.5.12,1112
D20120517,1113,48,20120517-060000-Ride.gpx,17.5.12,18.5.12,5,2012,2012 So,Sommer,Sonstiges,Velotour,Privat,2,Velotour Appenzell - Speicher (Tag 1),Auf zwei Tage verteilen,Appenzell - Spycher - Rorschach,Tour,Appenzell - Bleichi - Hirschberg - MeisterrÅte - Gais - GÑbris - Speicher (öbernachtung) - Trogen - Heiden - Rorschach,Speicher,x,x,x,x,"Jana, Alessia, Bettina",,,,,,,,,Link auf Google+,,y,y,,,,,17.5.12,1113
D20120520,1114,#NV,20120520-060000-Hike.gpx,20.5.12,20.5.12,5,2012,2012 So,Sommer,Wandern,Wanderung,Privat,1,Wanderung ZÅrichseeumrundung 5 Erlenbach - ZÅrich ,,ZÅrisee3: Schmerikon-PfÑffikon,Rundtour,ZÅrichseeumrundung Etappe 3 - Schmerikon - PfÑffikon,,x,x,,,,ZÅrichseeumrundung,,,,,,,,,,,,,,,,20.5.12,1114
D20120526,1115,66,20120526-060000-BackcountrySki.gpx,26.5.12,26.5.12,5,2012,2011/12 Wi,Winter,Skifahren,Skitour,Privat,1,Skitour Fibbia,,Fibbia,Gipfel,Gotthardpashîhe - Fibbia - Abfahrt Åber Ostflanke,,x,x,,,Bettina,,,,,,,,,Link auf Google+,,y,y,x,,,,26.5.12,1115
D20120527,1116,#NV,20120527-060000-Hike.gpx,27.5.12,27.5.12,5,2012,2012 So,Sommer,Wandern,Wanderung,Privat,1,Wanderung Sîrenberg - Kemmeribodenbad,,BiosphÑre Entlebuch,Tour,Sîrenberg - Rossweid (Bahn) - P1488 - Blatte - Unter Laubersmad - Arnibergli - Spierweid - Hinters HÅbeli - Kemmeribodenbad,,x,x,x,x,Familie Koller & Familie Leutwyler,,,,,,,,,,,,,,,,,27.5.12,1116
D20120606,1117,#NV,20120606-010000-Hike.gpx,6.6.12,7.6.12,6,2012,2012 So,Sommer,Wandern,Alpintour,Privat,2,Wanderung 7 ChurfÅrsten,,7 ChurfÅrsten,Gipfel,Sellamatt - ChÑserugg - Hinterrugg - Schibenstoll - Zuestoll - Brisi - FrÅmsel - Selun,Berggasthaus Sellamatt,x,,,,"Urs, weitere",,,,,,,,http://www.hikr.org/tour/post51226.html,Link auf Google+,,y,y,xaendi,Normal,,,6.6.12,1117
D20120630,1118,56,20120630-060000-Hike.gpx,30.6.12,30.6.12,6,2012,2012 So,Sommer,Wandern,Alpintour,Privat,1,Alpin Wanderung Wildhuser Schofberg - Altmann (Schaffhauser Kamin) SÑntis,,"Wildhuser Schofberg, Altmann (Schaffhauser Kamin), SÑntis",Gipfel,Wildhaus - Wildhuser Schofberg - Altmann (via Schaffhauser Kamin) - Rotsteinpass - SÑntis (runter mit Bahn),,x,,,,"Urs Gisler, Thomas Zimmermann ",,,,,,,,C:\Users\leuti\Dropbox\Reisen & Ferien\GPS\AusgefÅhrte Touren\20120630-Wildhuser Schofberg-Altmann-SÑntis.gpx,Link auf Google+,,y,y,x,,,,30.6.12,1118
D20120707,1119,59,20120707-060000-Hike.gpx,7.7.12,8.7.12,7,2012,2012 So,Sommer,Wandern,Wanderung,Privat,2,Wanderung Bîdmerenwald - Pragelpass,Auf zwei Tage verteilen,Silberen,Gipfel,P912 - Gross Band - Ober GschwÑnd - StÑgen - Roggenstîckli - Chalberloch - Pragel Stafel (öbernachtung) - Butzen - Ochsenstrich - Silberen - P2136 - Ruch Tritt - Chalberloch - Pragel Stafel,Pragel Stafel,x,x,x,x,"Jana, Alessia, Bettina",,,,,,,,,,,,,x,,,,7.7.12,1119
D20120722,1120,#NV,20120722-080000-Hike.gpx,22.7.12,22.7.12,7,2012,2012 So,Sommer,Wandern,Wanderung,Ausbildung,1,Wanderung Aufstieg CoazhÅtte,,CoazhÅtte,HÅtte,,CoazhÅtte,x,,,,"Julian Wyrsch (BergfÅhrer), Ralf, Philipp, Nora, Tina",Seilschafts-Coaching Bergpunkt,,,,,,,,Link auf Google+,,y,y,,,,,22.7.12,1120
D20120723,1121,60,20120723-050000-Hike.gpx,23.7.12,23.7.12,7,2012,2012 So,Sommer,Wandern,Hochtour,Ausbildung,1,Hochtour Il ChapÅtschin,,Il ChapÅtschin,Gipfel,,CoazhÅtte,x,,,,"Julian Wyrsch (BergfÅhrer), Ralf, Philipp, Nora, Tina",Seilschafts-Coaching Bergpunkt,,,,,,,,,,,,x,,,,23.7.12,1121
D20120724,1122,61,20120724-050000-Hike.gpx,24.7.12,24.7.12,7,2012,2012 So,Sommer,Wandern,Hochtour,Ausbildung,1,Hochtour Piz Sella,,Piz Sella - MarinellihÅtte,Gipfel,,MarinellihÅtte,x,,,,"Julian Wyrsch (BergfÅhrer), Ralf, Philipp, Nora, Tina",Seilschafts-Coaching Bergpunkt,,,,,,,,,,,,x,,,,24.7.12,1122
D20120725,1123,#NV,20120725-050000-Hike.gpx,25.7.12,25.7.12,7,2012,2012 So,Sommer,Wandern,Hochtour,Ausbildung,1,Hochtour öbergang Rif. Marco e Rosa,,Refugio Marco e Rosa,HÅtte,,Refugio Marco e Rosa,x,,,,"Julian Wyrsch (BergfÅhrer), Ralf, Philipp, Nora, Tina",Seilschafts-Coaching Bergpunkt,,,,,,,,,,,,x,,,,25.7.12,1123
D20120726,1124,62,20120726-050000-Hike.gpx,26.7.12,26.7.12,7,2012,2012 So,Sommer,Wandern,Hochtour,Ausbildung,1,Hochtour Piz Bernina,,Piz Bernina,Gipfel,Rif. Marco e Rosa - Spallagrat - Rif. Marco e Rosa,Refugio Marco e Rosa,x,,,,"Julian Wyrsch (BergfÅhrer), Ralf, Philipp, Nora, Tina",Seilschafts-Coaching Bergpunkt,,,,,,,,,,,,x,,,,26.7.12,1124
D20120727,1125,63,20120727-050000-Hike.gpx,27.7.12,27.7.12,7,2012,2012 So,Sommer,Wandern,Hochtour,Ausbildung,1,Hochtour öberschreitung Bellavista,,Piz Bellavista,Gipfel,Rif. Marco e Rosa - Bellavista öberschreitung - Fortezzagrat - Berghaus Diavolezza,,x,,,,"Julian Wyrsch (BergfÅhrer), Ralf, Philipp, Nora, Tina",Seilschafts-Coaching Bergpunkt,,,,,,,,,,,,x,,,,27.7.12,1125
D20120802,1126,64,#NV,2.8.12,4.8.12,8,2012,2012 So,Sommer,Wandern,Alpintour,Privat,3,#NV,,"Monte Rotondo, Korika",Gipfel,Canaglia - Bergerie de Tolla - Refuge de Petra Piana (öbernachtung) - Lac de Bellebone Monte Rotondo - Refuge de Petra Piana (öbernachtung) - Pointe de Pinzi Corbini - Bocca d'Oreccia - Pont du Meli - Canaglia,Refuge de Petra Piana,x,x,x,x,"Jana, Alessia, Bettina",Sommerferien,,,,,,,,Link auf Google+,,y,y,x,,,,2.8.12,1126
D20120818,1127,#NV,#NV,18.8.12,18.8.12,8,2012,2012 So,Sommer,Sonstiges,Schwimmen,Privat,1,#NV,,Limmatschwimmen,Tour,,,x,x,,,Bettina,,,,,,,,,,,,,,,,,18.8.12,1127
D20120819,1128,#NV,#NV,19.8.12,19.8.12,8,2012,2012 So,Sommer,Sonstiges,Schwimmen,Privat,1,#NV,,Langdistanzschwimmen - Badi MÑnnedorf,Tour,Weieren - Badi MÑnnedorf,,x,x,,,Bettina,,,,,,,,,,,,,,,,,19.8.12,1128
D20120825,1129,65,20120825-050000-Hike.gpx,25.8.12,25.8.12,8,2012,2012 So,Sommer,Wandern,Wanderung,Privat,1,Wanderung Schnebelhorn,,Schnebelhorn,Gipfel,Parkplatz Badi Steg - OrÅti - Sattel sÅdl. Roten - Hirzegg - Schnebelhorn - Schindelberg - Rossegg - Kreuz westl. HabrÅtispitz - Grossboden - Tîssscheidi - OrÅti - Parkplatz Badi Steg,,x,x,,,Bettina,,,,,,,,,,,,,x,,,,25.8.12,1129
D20120901,1130,#NV,20120901-080000-Hike.gpx,1.9.12,2.9.12,9,2012,2012 So,Sommer,Wandern,Wanderung,Privat,2,Wanderung Aufstieg Capanna Brogoldone,,Capanna Brogoldone,HÅtte,"Lumino, Paese - Monti Savoru (Seilbahn) - Capanna Brogoldone (öbernachtung) - Passo di Mem - weiter Åber Grat bis 2400m - öbergang P2270 - Alpe die Rossiglion - Landarenca - Selma (Seilbahn)",Capanna Brogoldone,x,x,x,x,"Fam. Moor, Fam. Zeller, Fam. Gubser, Fam. Burkhart, Fam. Leutwyler (Organisation)",Klassenwanderung,,,,,,,,Link auf Google+,,y,y,,,,,1.9.12,1130
D20120908,1131,67,20120908-080000-Workout.gpx,8.9.12,8.9.12,9,2012,2012 So,Sommer,Klettern,Klettertour,Privat,1,Klettern Pfriendler,,Pfriendler,Gipfel,Route Via Fritz (7SL 5b+),TierberglihÅtte,x,,,,Nora,,,,,,,,,Link auf Google+,,y,y,x,,,,8.9.12,1131
D20120909,1132,68,20120909-050000-Hike.gpx,9.9.12,9.9.12,9,2012,2012 So,Sommer,Wandern,Hochtour,Privat,1,Hochtour GwÑchtenhorn,,GwÑchtenhorn,Gipfel,öberschreigung Åber Westgrat,,x,,,,"Nora, Anja, Tobias",,,,,,,,,,,y,y,x,,,,9.9.12,1132
D20120910,1133,69,20120910-070000-Hike.gpx,10.9.12,10.9.12,9,2012,2012 So,Sommer,Wandern,Alpintour,Privat,1,"Alpintour Forstberg, Druesberg",,"Forstberg, Druesberg",Gipfel,Weglosen - Klein Sternen (Bahn) - Gross Sternen - Forstberg - Druesberg - DruesberghÅtte - Leiternweg - Weglosen,,x,x,,,Bettina,,,,4.5h,T4+,,,,Link auf Google+,,y,y,x,,,,10.9.12,1133
D20120916,1134,71,20120916-040000-Hike.gpx,16.9.12,16.9.12,9,2012,2012 So,Sommer,Wandern,Alpintour,Privat,1,"Alpintour Haggenspitz, Kleiner Mythen",,"Haggenspitz, Kleiner Mythen",Gipfel,Brunni - Griggeli - Haggenspitz - Griggeli - Kamin in Nordwand - Kleiner Mythen - SÅdgrat - ZwÅschet Mythen - Brunni,,x,,,,alleine,,,,3.5h,T5+,,,,Link auf Google+,,y,y,x,,,,16.9.12,1134
D20121005,1135,73,20121005-040000-Hike.gpx,5.10.12,6.10.12,10,2012,2012 So,Sommer,Wandern,Hochtour,SL HTL,2,Wanderung Aufstieg GlÑrnischhÅtte,Auf zwei Tage verteilen,VrenelisgÑrtli,Gipfel,PlÑtz - ChÑseren - GlÑrnischhÅtte (öbernachtung) - GlÑrnischfirn - Schwandengrat - VrenelisgÑrtli (retour selbe Route),GlÑrnischhÅtte,x,x,,,"Urs, Madelaine (beide Tourenleiter), Claudia, Christine, Patrick, Urs, JÅrg, Peter, Ulrieke, Andrea, Goscha, Simon, Rosi, Bettina, Danny)",SL Berg & Ski,,,,WS-,,,,Link auf Google+,,y,y,El Chasqui,Normal,,,5.10.12,1135
D20121014,1136,74,20121014-060000-Hike.gpx,14.10.12,14.10.12,10,2012,2012 So,Sommer,Wandern,Alpintour,Privat,1,"Alpintour Rossalpelispitz, Zindlenspitz",,"Rossalpelispitz, Zindlenspitz",Gipfel,P932 - Aberli - HohflÑschenhÅtte - HohflÑschenmatt - BrÅnnelistockpass - Rossalpelispitz - Zindlenspitz - Zindlen - Aberliboden - Aberli - P932,,x,,,,Billy,,,,05:20,T4,,,,Link auf Google+,,y,y,x,,,,14.10.12,1136
D20121019,1137,76,20121019-050000-Hike.gpx,19.10.12,19.10.12,10,2012,2012 So,Sommer,Wandern,Alpintour,Privat,1,Alpintour Schiberg (Brenna-Route),,Schiberg,Gipfel,Innerthal - BockmattlihÅtte - Schiberg (Brenna Route) - HohflÑschenmatt - HohflÑschen - BÑrenpfad - Schwarzenegg - Innerthal,,x,,,,alleine,,,,06:15,T6,,,,Link auf Google+,,y,y,x,,,,19.10.12,1137
D20121201,1138,77,20121201-070000-BackcountrySki.gpx,1.12.12,1.12.12,12,2012,2012/13 Wi,Winter,Skifahren,Skitour,Privat,1,Skitour HÅenerchopf,,HÅenerchopf,Gipfel,Vermol - Lutz - Tamons - ChrummbÑche - (retour selbe Route),,x,x,,,,,,,03:30,L,,,,,,,,x,,,,1.12.12,1138
D20121222,1139,78,20121222-070000-BackcountrySki.gpx,22.12.12,22.12.12,12,2012,2012/13 Wi,Winter,Skifahren,Skitour,SL TN,1,Skitour RÅtistein,,RÅtistein,Gipfel,Weglosen - DruesberghÅtte - RÅtistein - (retour selbe Route),,x,x,,,"Simone Urfer-Appert; Gisler Urs (CH/PSV); Salzmann Simon (FI/RRA); Simon Sarah (AM/BEA); Rosmarie Bîni; JÅrg Ribi, Michel Deläze (Tourenleiter)",SL Berg & Ski,,,,,,,,,,,,x,,,,22.12.12,1139
D20121231,1140,#NV,20121231-070000-BackcountrySki.gpx,31.12.12,31.12.12,12,2012,2012/13 Wi,Winter,Skifahren,Skitour,Privat,1,Skitour SpitzmeilenhÅtte,,SpitzmeilenhÅtte,HÅtte,Leist - SÑchserseeli - WalenbÅtz - Stollen - Mietbîden - SpitzmeilenhÅtte,,x,x,x,x,,,,,,,,,,,,y,y,,,,,31.12.12,1140
D20130101,1141,79,20130101-070000-BackcountrySki.gpx,1.1.13,1.1.13,1,2013,2012/13 Wi,Winter,Skifahren,Skitour,Privat,1,Skitour Wissmeilen,,Wissmilen,Gipfel,SpitzmeilenhÅtte - Wissmilen - SpitzmeilenhÅtte,,x,x,x,x,,,,,,,,,,,,,,x,,,,1.1.13,1141
D20130102,1142,#NV,20130102-070000-BackcountrySki.gpx,2.1.13,2.1.13,1,2013,2012/13 Wi,Winter,Skifahren,Skitour,Privat,1,Skitour SpitzmeilenhÅtte - Maschgenkamm - SpitzmeilenhÅtte,,Maschgenkamm,Wegpunkt,SpitzmeilenhÅtte - Fursch - PanÅîl - Maschgenkamm - PanÅîl - Fursch - SpitzmeilenhÅtte,,x,x,x,x,Fam. Zeller & Gubler,,,,,,,,,,,,,,,,,2.1.13,1142
D20130103,1143,#NV,20130103-070000-BackcountrySki.gpx,3.1.13,3.1.13,1,2013,2012/13 Wi,Winter,Skifahren,Skitour,Privat,1,Skitour SchaflÑger - Fursch - Tannenbodenalp,,MaschgenlÅcke,Wegpunkt,SpitzmeilenhÅtte - Madseeli - P2318 - SchaflÑger - Fursch - PanÅîl - MaschgenlÅcke - Tannenboden (via Skipiste),,x,x,x,x,Fam. Zeller & Gubler,,,,,,,,,,,,,,,,,3.1.13,1143
D20130105,1144,80,20130105-070000-BackcountrySki.gpx,5.1.13,5.1.13,1,2013,2012/13 Wi,Winter,Skifahren,Skitour,Privat,1,Skitour Helgenhorn (Versuch),,Helgenhorn (Versuch),Gipfel,All'Aqua - Val d'Olgia - Passo San Giacomo - Helgenhorn (bis ca. 2600m) - Alpe di Regina - Passo San Giacomo - All'Aqua,"Chalet Stella Alpina, Ronco Bedrettotal",x,,,,"Hakon, Rainer, Wolfgang",,,,,,,,,Link auf Google+,,y,y,,,,,5.1.13,1144
D20130106,1145,81,20130106-070000-BackcountrySki.gpx,6.1.13,6.1.13,1,2013,2012/13 Wi,Winter,Skifahren,Skitour,Privat,1,Skitour Pizzo Lucendro ab Villa Bedretto,,Pizzo Lucendro,Gipfel,Villa - Cantina - Rosso di Fuori - Cresta del Poncionetto - Pizzo Lucendro - Abfahrt (via Aufstieg),,x,,,,"Hakon, Rainer, Wolfgang",,,,,,,,,,,,,x,,,,6.1.13,1145
D20130118,1146,#NV,20130118-070000-BackcountrySki.gpx,18.1.13,18.1.13,1,2013,2012/13 Wi,Winter,Skifahren,Skitour,Ausbildung,1,Skitour Aufstieg MaighelshÅtte,,MaighelshÅtte,HÅtte,Oberalppass - P1987 - MaighelshÅtte,MaighelshÅtte,x,,,,Weitere,Lawinenkurs SAC,,,,,,,,,,,,,,,,18.1.13,1146
D20130119,1147,82,20130119-070000-BackcountrySki.gpx,19.1.13,19.1.13,1,2013,2012/13 Wi,Winter,Skifahren,Skitour,Ausbildung,1,Skitour Piz Tagliola,,Piz Tagliola,Gipfel,MaighelshÅtte - Lolenpass - Piz Tagliola - Lolenpass - MaighelshÅtte,MaighelshÅtte,x,,,,Weitere,Lawinenkurs SAC,,,,,,,,,,,,,,,,19.1.13,1147
D20130120,1148,83,20130120-070000-BackcountrySki.gpx,20.1.13,20.1.13,1,2013,2012/13 Wi,Winter,Skifahren,Skitour,Ausbildung,1,Skitour Badus (Versuch),,Piz Badus (Versuch),Gipfel,MaighelshÅtte - Badus (bis 30Hm unter Sattel) - MaighelshÅtte (via R235b),,x,,,,Weitere,Lawinenkurs SAC,,,,,,,,,,,,,,,,20.1.13,1148
D20130127,1149,84,#NV,27.1.13,27.1.13,1,2013,2012/13 Wi,Winter,Skifahren,Skitour,Ausbildung,1,#NV,,LVS öbung,öbung,Unterhalb Gurnigel Berghaus,Berghaus Gurnigel,x,,,,Weitere,SAC Leiterausbildung Winter I,,,,,,,,,,,,,,,,27.1.13,1149
D20130128,1150,85,20130128-070000-BackcountrySki.gpx,28.1.13,28.1.13,1,2013,2012/13 Wi,Winter,Skifahren,Skitour,Ausbildung,1,"Skitour AlpiglemÑre, Widersgrind",,"AlpiglemÑre, Widersgrind",Gipfel,"Hengstkurve, Stiereberg, Schwendli, Frilismad, AlpiglemÑre, P1884, Widdersgrind, SÅesse, Grencheberg, Hengstkurve",Berghaus Gurnigel,x,,,,Weitere,SAC Leiterausbildung Winter I,,,,,,,,,,,,x,,,,28.1.13,1150
D20130129,1151,86,20130129-070000-BackcountrySki.gpx,29.1.13,29.1.13,1,2013,2012/13 Wi,Winter,Skifahren,Skitour,Ausbildung,1,Skitour Birenhubel,,Birehubel,Gipfel,"Underi GantrischhÅtte, Chummlipass, Morgetenpass (bis 50Hm unter Pass), retour zum Gantrischseeli, Birehubel, Underi GantrischhÅtte",Berghaus Gurnigel,x,,,,Weitere,SAC Leiterausbildung Winter I,,,,,,,,,,,,x,,,,29.1.13,1151
D20130130,1152,87,20130130-070000-BackcountrySki.gpx,30.1.13,30.1.13,1,2013,2012/13 Wi,Winter,Skifahren,Skitour,Ausbildung,1,Skitour StÑckhÅtteghÅrm,,StÑckhÅtteghÅrm,Gipfel,"Hengstkurve, P1472, StÑckhÅtte, StÑckhÅtteghÅrm, Hohmattli, P1655, Chrutbîden, Unter HundsbÅel, Wannelsen, P1764 (am Wannelsgrat), Seeberg, Henstkurve",Berghaus Gurnigel,x,,,,Weitere,SAC Leiterausbildung Winter I,,,,,,,,,,,,x,,,,30.1.13,1152
D20130131,1153,88,20130131-070000-BackcountrySki.gpx,31.1.13,31.1.13,1,2013,2012/13 Wi,Winter,Skifahren,Skitour,Ausbildung,1,Skitour Schibespitz - BÅrgle,,"Schibespitz, BÅrgle",Gipfel,"Parkplatz Wasserscheidi, ObernÅnene, Leiterepass, runter mit Fixseil, P1985, Schibespitz, Morgetenpass, BÅrgle, Morgetenpass, ChummlihÅtte, Underi GantrischhÅtte",Berghaus Gurnigel,x,,,,Weitere,SAC Leiterausbildung Winter I,,,,,,,,,,,,x,,,,31.1.13,1153
D20130201,1154,90,20130201-070000-BackcountrySki.gpx,1.2.13,1.2.13,2,2013,2012/13 Wi,Winter,Skifahren,Skitour,Ausbildung,1,Skitour Chrummfadeflue,,Chrummfadeflue,Gipfel,"Parkplatz Wasserscheidi, ObernÅnene, Gustiberg, ChrummfÑdi (Chrummfadeflue), Gustiberg, Tschingelflue, Bîs Tritt, Bergstation Skilift Wasserscheidi",,x,,,,Weitere,SAC Leiterausbildung Winter I,,,,,,,,,,,,x,,,,1.2.13,1154
D20130209,1155,91,20130209-070000-BackcountrySki.gpx,9.2.13,9.2.13,2,2013,2012/13 Wi,Winter,Skifahren,Skitour,Privat,1,Skitour Altendorf - StîcklichrÅz - Lachen,,StîcklichrÅz,Gipfel,Altendorf - Eichenloch - SchwÑndi (P723) - Stofel - Beristofel - StîcklichrÅz - DiebishÅtten - Giger - Tschuepis (Lachen),,x,x,,,,,,,,,,,,,,,,x,,,,9.2.13,1155
D20130217,1156,92,20130217-070000-BackcountrySki.gpx,17.2.13,17.2.13,2,2013,2012/13 Wi,Winter,Skifahren,Skitour,Privat,1,Skitour Schilt - Schwarzstîckli - Alpbiglenstîckli,,"Schilt, Scharzstîckli, Alpbigligenstîckli",Gipfel,Fronalp Mittel Stafel - Schilt (R403a) - RotÑrd - Wisschamm - Scharzstîckli - Robmen (R408) - Alpbigligenstîckli - MÅhlehorn (R404),,x,x,,,,,,,,,,,,Link auf Google+,,y,y,x,,,,17.2.13,1156
D20130226,1157,#NV,20130226-070000-BackcountrySki.gpx,26.2.13,26.2.13,2,2013,2012/13 Wi,Winter,Skifahren,Skitour,Privat,1,Skitour Seehof - Alp Lavoz,,Pistenabzweigung Lavoz/Alp Nova,Aufstieg,Seehof - Casoja - Briula - Motta - Lavoz - P2062,,x,x,,,,,,,,,,,,,,,,,,,,26.2.13,1157
D20130227,1158,95,20130227-070000-BackcountrySki.gpx,27.2.13,27.2.13,2,2013,2012/13 Wi,Winter,Skifahren,Skitour,Privat,1,Skitour Alp Lavoz - Vorgipfel Piz Danis,,Vorgipfel Piz Danis,Gipfel,Alp Nova (P2071) - P2157 - Bergstation Lavoz (fast) - Vorgipfel Piz Danis P2399,,x,x,,,,,,,,,,,,,,,,,,,,27.2.13,1158
D20130301,1159,96,20130301-070000-BackcountrySki.gpx,1.3.13,1.3.13,3,2013,2012/13 Wi,Winter,Skifahren,Skitour,Privat,1,Skitour Piz Danis,,Piz Danis,Gipfel,Bergstation Lavoz - Alp Raschil - Piz Danis (2497m),,x,x,,,,,,,,,,,,,,,,x,,,,1.3.13,1159
